t_index,term,df
9497,scrutin,2
9498,scrutini,7
9499,scuffl,1
9500,sculptur,1
9501,scurri,1
9502,scuttl,2
9503,se,1
9504,sea,100
9505,seab,8
9506,seafood,1
9507,seal,17
9508,sealift,1
9509,seam,4
9510,seaman,9
9511,seamen,10
9512,sean,3
9513,seanc,1
9514,seaport,3
9515,sear,1
9516,search,143
9517,searcher,7
9518,season,20
9519,seat,77
9520,seater,3
9521,seattl,11
9522,seawal,1
9523,seawat,5
9524,seaworthi,4
9525,sebastian,2
9526,sebastien,16
9527,sebek,4
9528,sec,3
9529,secessionist,4
9530,sech,1
9531,seclud,1
9532,seclus,2
9533,second,174
9534,secondari,1
9535,secondli,4
9536,secreci,1
9537,secret,85
9538,secretari,167
9539,secretli,5
9540,sect,2
9541,sectarian,2
9542,section,19
9543,sector,4
9544,secular,2
9545,secur,324
9546,sedalia,1
9547,sedat,1
9548,see,35
9549,seed,61
9550,seek,92
9551,seeker,3
9552,seemingli,3
9553,seen,133
9554,seeth,1
9555,segment,3
9556,segodnya,2
9557,segreg,1
9558,seif,2
9559,seismic,3
9560,seismograph,5
9561,seismolog,3
9562,seismologist,7
9563,seiu,1
9564,seiz,33
9565,sejwal,1
9566,sekou,1
9567,seldom,1
9568,sele,30
9569,select,18
9570,seleri,1
9571,self,41
9572,selig,1
9573,sell,14
9574,seller,1
9575,semi,14
9576,semiautomat,1
9577,semifin,30
9578,semifinalist,12
9579,semin,1
9580,seminar,1
9581,semion,1
9582,sen,59
9583,senat,128
9584,senatori,6
9585,send,70
9586,seneg,2
9587,senior,126
9588,sennett,1
9589,sens,56
9590,sensat,1
9591,senseless,4
9592,sensibl,2
9593,sensit,11
9594,sent,141
9595,sentenc,95
9596,sentiment,22
9597,separ,56
9598,separatist,2
9599,seper,1
9600,sept,47
9601,septemb,66
9602,sequenc,2
9603,serafin,1
9604,seraguso,1
9605,serb,50
9606,serbia,86
9607,serbian,72
9608,serbo,1
9609,seren,6
9610,serena,31
9611,serendipit,1
9612,serga,8
9613,sergaev,1
9614,sergeant,2
9615,sergei,1
9616,sergeyev,1
9617,sergio,8
9618,serheo,1
9619,seri,38
9620,serial,5
9621,serious,31
9622,sermon,3
9623,serov,1
9624,serv,188
9625,servant,6
9626,servic,203
9627,servicemen,24
9628,servil,1
9629,sesam,1
9630,seselj,2
9631,session,39
9632,set,236
9633,setback,5
9634,seth,1
9635,setinya,1
9636,setter,4
9637,settl,33
9638,settlement,8
9639,seven,142
9640,seventeen,16
9641,seventh,31
9642,seventi,1
9643,sever,41
9644,severin,1
9645,severodvinsk,1
9646,severomorsk,4
9647,sew,1
9648,sewag,4
9649,sewart,1
9650,sex,9
9651,sexual,15
9652,seymour,1
9653,sgt,5
9654,shaab,1
9655,shaar,2
9656,shab,2
9657,shabtai,1
9658,shack,7
9659,shade,2
9660,shadow,17
9661,shadowi,8
9662,shaeffer,1
9663,shaft,3
9664,shah,4
9665,shaheen,1
9666,shaher,1
9667,shahrani,3
9668,shailesh,1
9669,shajea,1
9670,shake,29
9671,shaken,11
9672,shaki,2
9673,shalikashvili,1
9674,shall,3
9675,shallow,3
9676,sham,2
9677,shambl,3
9678,shame,6
9679,shamshran,1
9680,shane,1
9681,shannon,1
9682,shantytown,5
9683,shape,27
9684,shapeless,1
9685,shapeup,1
9686,shapiro,1
9687,shard,3
9688,share,39
9689,shargel,1
9690,sharia,1
9691,sharjani,1
9692,sharm,3
9693,sharon,2
9694,sharp,13
9695,sharpen,2
9696,sharper,1
9697,sharpli,14
9698,sharq,1
9699,shatter,33
9700,shaughnessi,3
9701,shave,1
9702,shavit,1
9703,shaw,3
9704,shawn,3
9705,shea,1
9706,sheaf,1
9707,shear,2
9708,sheath,1
9709,shebeck,1
9710,shebek,1
9711,shed,6
9712,sheehan,2
9713,sheehen,1
9714,sheepish,1
9715,sheepishli,1
9716,sheer,3
9717,sheet,22
9718,sheik,5
9719,sheikh,5
9720,sheila,1
9721,shelf,3
9722,shell,6
9723,shelle,4
9724,shelli,1
9725,shelten,1
9726,shelter,22
9727,shelti,1
9728,shelton,6
9729,shelv,2
9730,shemter,1
9731,shephard,1
9732,shepherd,4
9733,sheriff,14
9734,sherman,1
9735,sherri,3
9736,sheryl,1
9737,shiela,1
9738,shield,8
9739,shift,21
9740,shiit,3
9741,shine,10
9742,shini,2
9743,ship,193
9744,shipboard,1
9745,shipbuild,6
9746,shipman,1
9747,shipmat,13
9748,shipment,1
9749,shipyard,8
9750,shirlei,1
9751,shirt,21
9752,shirtless,2
9753,shiver,1
9754,shkval,7
9755,shlomo,1
9756,shock,43
9757,shoddi,1
9758,shoddili,1
9759,shoe,17
9760,shoeed,1
9761,sholti,1
9762,shook,46
9763,shoot,21
9764,shootout,3
9765,shop,53
9766,shopkeep,2
9767,shoplift,2
9768,shopper,1
9769,shore,19
9770,shorelin,1
9771,short,97
9772,shortag,16
9773,shortchang,2
9774,shortcom,4
9775,shortcut,1
9776,shorter,3
9777,shortest,1
9778,shortfal,2
9779,shorthand,2
9780,shortli,47
9781,shot,77
9782,shotgun,18
9783,shotmak,1
9784,shoulder,16
9785,shouldn,13
9786,shout,29
9787,shove,5
9788,shovel,12
9789,show,127
9790,showcas,2
9791,showdown,12
9792,shower,7
9793,shown,20
9794,shrank,4
9795,shrapnel,1
9796,shred,5
9797,shreveport,2
9798,shrewd,4
9799,shrill,1
9800,shrine,1
9801,shriner,1
9802,shrink,8
9803,shrunk,1
9804,shueib,1
9805,shukla,2
9806,shuler,1
9807,shultz,3
9808,shun,2
9809,shusaki,3
9810,shut,27
9811,shutdown,1
9812,shutter,2
9813,shuttl,4
9814,shy,5
9815,sibl,8
9816,sicili,2
9817,sick,8
9818,side,46
9819,sidelin,11
9820,sidestep,4
9821,sidewai,1
9822,sidl,7
9823,sidot,1
9824,sieg,9
9825,siemerink,1
9826,sierra,4
9827,siev,11
9828,siewert,24
9829,sifford,16
9830,sift,11
9831,sigh,3
9832,sight,25
9833,sightse,4
9834,sign,133
9835,signal,34
9836,signalman,1
9837,signatur,7
9838,signifi,1
9839,signific,41
9840,significantli,9
9841,sigonella,2
9842,sikh,1
9843,silberl,1
9844,silenc,19
9845,silent,19
9846,sill,1
9847,silli,1
9848,silliman,1
9849,silo,3
9850,silt,1
9851,silva,1
9852,silver,10
9853,silvia,3
9854,silvija,2
9855,simeon,1
9856,simil,1
9857,similar,47
9858,similarli,5
9859,simmer,5
9860,simmon,3
9861,simpl,19
9862,simpler,1
9863,simpli,46
9864,simul,1
9865,simultan,8
9866,sin,3
9867,sincer,1
9868,sindh,2
9869,sing,6
9870,singapor,3
9871,singaporean,1
9872,singer,7
9873,singh,4
9874,singl,52
9875,singular,1
9876,singularli,1
9877,sinha,1
9878,sink,32
9879,siobhan,1
9880,sion,1
9881,sip,6
9882,sir,5
9883,sirah,1
9884,siren,1
9885,siriman,1
9886,sirri,1
9887,sister,47
9888,sit,39
9889,site,80
9890,situat,82
9891,sixteen,3
9892,sixth,34
9893,siyaram,1
9894,sizabl,2
9895,size,25
9896,sizzl,2
9897,skeptic,10
9898,sketch,11
9899,sketchi,14
9900,ski,6
9901,skiff,10
9902,skill,11
9903,skillfulli,2
9904,skim,8
9905,skin,8
9906,skip,8
9907,skipper,5
9908,skirmish,1
9909,skirt,5
9910,skull,3
9911,sky,14
9912,skyscrap,4
9913,slab,15
9914,slade,7
9915,slai,12
9916,slain,10
9917,slam,58
9918,slant,2
9919,slap,3
9920,slash,4
9921,slat,1
9922,slate,6
9923,slater,2
9924,slaughterhous,1
9925,slava,1
9926,slavador,1
9927,slavica,1
9928,slavija,2
9929,slavish,1
9930,slavo,1
9931,slavoljub,1
9932,sledgehamm,3
9933,sleep,36
9934,sleepless,1
9935,sleev,1
9936,sleight,1
9937,slender,1
9938,slenderest,1
9939,slept,8
9940,slice,11
9941,slid,2
9942,slide,3
9943,slight,6
9944,slightest,3
9945,slightli,27
9946,slim,10
9947,slime,1
9948,slip,30
9949,slippag,1
9950,sliver,2
9951,slm,2
9952,slobadon,1
9953,slobo,3
9954,slobodan,126
9955,slocomb,1
9956,slogan,12
9957,slope,2
9958,sloppi,5
9959,slouch,1
9960,slovakia,8
9961,slovakian,1
9962,slow,40
9963,slowdown,2
9964,slowest,2
9965,slowli,26
9966,slug,1
9967,sluggish,4
9968,slump,6
9969,slur,1
9970,smack,4
9971,small,208
9972,smaller,25
9973,smallest,2
9974,smaltz,1
9975,smart,2
9976,smarter,2
9977,smartest,1
9978,smartli,1
9979,smash,25
9980,smear,3
9981,smederevska,2
9982,smell,8
9983,smile,36
9984,smit,1
9985,smith,21
9986,smithvil,1
9987,smitten,1
9988,smog,2
9989,smoggiest,1
9990,smoke,26
9991,smokei,1
9992,smoker,1
9993,smokescreen,1
9994,smolder,1
9995,smolinski,1
9996,smooth,9
9997,smoothli,2
9998,smother,2
9999,smuggl,3
10000,snack,2
10001,snake,1
10002,snap,9
10003,snapper,1
10004,snappi,1
10005,snare,1
10006,snarl,1
10007,snatch,8
10008,sneak,3
10009,sneaker,2
10010,sneet,1
10011,snif,3
10012,sniff,1
10013,sniffer,13
10014,snipe,1
10015,sniper,1
10016,snippet,2
10017,snitch,3
10018,snjezana,1
10019,snour,1
10020,snow,12
10021,snowfal,1
10022,snowstorm,2
10023,snyder,1
10024,so,1
10025,soak,4
10026,soap,2
10027,soar,7
10028,sob,3
10029,sober,2
10030,soccer,4
10031,social,33
10032,socialist,37
10033,societi,34
10034,sock,3
10035,socotra,2
10036,socti,1
10037,sod,1
10038,sofa,2
10039,soft,12
10040,soften,4
10041,softli,1
10042,softwar,7
10043,soglasiy,1
10044,soil,7
10045,sojourn,1
10046,solanki,1
10047,solari,1
10048,sold,19
10049,soldier,97
10050,sole,9
10051,solemn,4
10052,solemnli,1
10053,solicit,1
10054,solid,15
10055,solidar,6
10056,solidifi,2
10057,solidli,1
10058,solitari,2
10059,solitud,1
10060,solomon,1
10061,solorzano,2
10062,solut,14
10063,solv,6
10064,somali,3
10065,somalia,8
10066,somber,6
10067,somberli,2
10068,somebodi,22
10069,somedai,5
10070,someplac,1
10071,someth,1
10072,somewhat,9
10073,somo,1
10074,son,116
10075,sonar,2
10076,song,3
10077,songwrit,3
10078,sonia,3
10079,sonni,1
10080,soon,94
10081,sooner,5
10082,sooooo,1
10083,soot,1
10084,sooti,1
10085,sop,1
10086,sophist,22
10087,sordid,1
10088,sore,8
10089,sorri,4
10090,sorrow,3
10091,sort,53
10092,sorti,1
10093,sosonati,7
10094,soto,3
10095,souc,1
10096,sought,50
10097,soul,4
10098,soumaila,1
10099,sound,56
10100,soundli,3
10101,soundproof,1
10102,soup,4
10103,sour,2
10104,sourc,93
10105,south,124
10106,southeast,35
10107,southeastern,10
10108,southern,67
10109,southwest,19
10110,southwestern,6
10111,souvenir,2
10112,sovereign,2
10113,sovereignti,8
10114,soviet,32
10115,soxon,1
10116,sp,2
10117,space,20
10118,spaciou,1
10119,spain,20
10120,span,7
10121,spangl,1
10122,spaniard,2
10123,spaniel,1
10124,spanish,20
10125,spare,9
10126,spark,18
10127,spasski,2
10128,spat,1
10129,spate,3
10130,spatter,1
10131,speak,132
10132,speaker,19
10133,spear,8
10134,spearhead,3
10135,speci,1
10136,special,111
10137,specialist,21
10138,specif,55
10139,specifi,13
10140,spectacl,3
10141,spectacular,4
10142,spectat,7
10143,specter,3
10144,spectrum,1
10145,specul,44
10146,sped,4
10147,speech,62
10148,speed,55
10149,speedboat,1
10150,speedi,1
10151,speedskat,1
10152,spell,9
10153,spenc,3
10154,spencer,6
10155,spend,57
10156,spent,74
10157,sperl,2
10158,sphere,1
10159,spi,7
10160,spielberg,1
10161,spill,4
10162,spin,5
10163,spine,2
10164,spiral,4
10165,spire,1
10166,spirit,18
10167,spiritu,3
10168,spite,5
10169,splash,2
10170,splashdown,1
10171,splatter,2
10172,splint,1
10173,splinter,3
10174,splinz,1
10175,split,23
10176,spode,1
10177,spoil,11
10178,spoiler,3
10179,spokan,1
10180,spoke,76
10181,spoken,23
10182,spokesman,184
10183,spokesmen,4
10184,spokeswoman,28
10185,sponsor,22
10186,sponsorship,2
10187,spontan,4
10188,spook,1
10189,sporad,1
10190,sport,59
10191,sportsmen,1
10192,spot,33
10193,spotlight,14
10194,spotti,6
10195,spous,7
10196,spragu,1
10197,sprai,6
10198,spraig,1
10199,sprain,7
10200,sprawl,8
10201,spread,53
10202,spree,2
10203,spring,28
10204,springfield,3
10205,sprinkl,2
10206,sprint,5
10207,sprout,2
10208,spruanc,1
10209,sprung,2
10210,spun,1
10211,spur,5
10212,spy,72
10213,spymast,19
10214,squabbl,1
10215,squad,23
10216,squadron,1
10217,squall,3
10218,squander,2
10219,squar,23
10220,squat,1
10221,squatter,3
10222,squeak,2
10223,squeamish,1
10224,squeez,7
10225,squirrel,2
10226,squish,1
10227,sr,3
10228,srdic,4
10229,srebrenica,1
10230,srpska,1
10231,st,63
10232,stab,9
10233,stabenow,5
10234,stabil,43
10235,stabl,21
10236,stacei,1
10237,staci,1
10238,stack,8
10239,stadium,13
10240,staf,3
10241,staff,70
10242,staffer,2
10243,staffinr,1
10244,stafford,4
10245,stage,49
10246,stagger,9
10247,stai,148
10248,stain,7
10249,stair,3
10250,stairwel,4
10251,stake,26
10252,stalem,6
10253,stalin,2
10254,stalinist,1
10255,stalk,2
10256,stall,4
10257,stambol,2
10258,stambuk,1
10259,stamenkov,2
10260,stamina,1
10261,stammer,1
10262,stamped,4
10263,stanc,5
10264,stand,129
10265,standard,19
10266,standbi,1
10267,standoff,8
10268,standpoint,1
10269,standstil,6
10270,stanlei,4
10271,stapl,1
10272,star,39
10273,stare,7
10274,stark,5
10275,starkli,1
10276,starr,1
10277,starrr,1
10278,start,160
10279,startl,2
10280,starv,1
10281,stash,1
10282,stasio,1
10283,stat,2
10284,state,587
10285,statehous,4
10286,stateless,1
10287,statement,104
10288,stateroom,1
10289,statesman,3
10290,statewid,5
10291,station,121
10292,stationeri,1
10293,statist,15
10294,statu,18
10295,statur,4
10296,statut,5
10297,staunch,2
10298,staunchest,2
10299,staunchli,2
10300,ste,1
10301,stead,1
10302,steadfast,1
10303,steadi,4
10304,steadili,4
10305,steal,27
10306,stealer,1
10307,stealth,1
10308,stealthi,1
10309,stealthier,1
10310,stealthili,1
10311,steam,6
10312,steami,1
10313,steel,28
10314,steenbuch,1
10315,steep,15
10316,steer,8
10317,stefan,1
10318,stefano,5
10319,stefanov,4
10320,steffi,1
10321,steinberg,1
10322,steindorff,1
10323,stell,1
10324,stellar,1
10325,stem,15
10326,stemmo,1
10327,stenberg,1
10328,stench,2
10329,step,136
10330,stephani,1
10331,stephanopoulo,1
10332,stephen,7
10333,stepmoth,1
10334,steppingston,1
10335,stepson,1
10336,stereo,1
10337,sterl,3
10338,stern,14
10339,sternavich,1
10340,sternli,2
10341,steskic,1
10342,stevan,3
10343,steve,10
10344,stevedor,1
10345,steven,3
10346,stevenson,4
10347,stew,1
10348,stewardship,4
10349,stewart,2
10350,stick,18
10351,sticker,2
10352,sticki,1
10353,stickier,4
10354,stiff,3
10355,stifl,2
10356,stigmat,1
10357,sting,1
10358,stipend,1
10359,stipul,4
10360,stir,14
10361,stirrer,1
10362,stirrup,1
10363,stitch,1
10364,stock,5
10365,stocki,1
10366,stockpil,5
10367,stoical,1
10368,stojanov,1
10369,stojiljikov,1
10370,stojiljkov,3
10371,stoke,4
10372,stoko,1
10373,stokov,1
10374,stole,25
10375,stolen,13
10376,stolt,1
10377,stomach,7
10378,stomp,1
10379,stone,18
10380,stonewal,1
10381,stoni,3
10382,stood,66
10383,stool,2
10384,stop,176
10385,stopgap,1
10386,stopov,4
10387,stoppag,6
10388,stopper,1
10389,storag,3
10390,store,67
10391,storei,1
10392,stori,102
10393,storm,46
10394,stormi,2
10395,storybook,1
10396,stosic,2
10397,stoutli,1
10398,stowag,1
10399,stoyan,1
10400,straddl,1
10401,strai,2
10402,straight,25
10403,straighten,1
10404,straightforward,4
10405,strain,4
10406,strait,2
10407,straition,1
10408,strakov,1
10409,strand,3
10410,strang,9
10411,stranger,6
10412,strangl,1
10413,stranglehold,1
10414,strap,3
10415,strateg,18
10416,strategeri,1
10417,strategi,20
10418,strategist,7
10419,straw,1
10420,streak,16
10421,stream,15
10422,streamlin,1
10423,stree,1
10424,street,177
10425,strength,18
10426,strengthen,27
10427,strenuous,1
10428,stress,33
10429,stretch,30
10430,stretcher,13
10431,strewn,3
10432,stricken,15
10433,strickland,2
10434,strict,5
10435,stricter,1
10436,strictli,7
10437,strictur,1
10438,strident,1
10439,strife,2
10440,strike,86
10441,strikebound,5
10442,strikebreak,3
10443,striker,13
10444,string,14
10445,stringent,2
10446,stringfellow,5
10447,strip,24
10448,stripe,3
10449,strive,7
10450,strode,1
10451,stroke,10
10452,stroll,1
10453,strom,1
10454,strong,96
10455,stronger,17
10456,strongest,10
10457,stronghold,27
10458,strongli,15
10459,strongman,8
10460,strongmen,1
10461,strother,1
10462,strove,1
10463,struck,45
10464,structur,19
10465,struggl,72
10466,stuart,1
10467,stubb,1
10468,stubborn,1
10469,stubbornli,1
10470,stuck,9
10471,stud,3
10472,student,54
10473,studi,38
10474,studio,3
10475,stuf,1
10476,stuff,6
10477,stumbl,13
10478,stump,1
10479,stun,40
10480,stung,3
10481,stunningli,2
10482,stunt,2
10483,sturdi,1
10484,sturdier,1
10485,style,33
10486,stymi,1
10487,su,4
10488,suarez,3
10489,sub,25
10490,subcommitte,2
10491,subcontin,3
10492,subdu,7
10493,subgroup,1
10494,subject,39
10495,subjug,1
10496,submachin,2
10497,submarin,63
10498,submerg,5
10499,submers,3
10500,submit,25
10501,subordin,1
10502,subpoena,1
10503,subscrib,1
10504,subsequ,9
10505,subsid,4
10506,subsidi,1
10507,subsidiari,3
10508,subsist,1
10509,substanc,6
10510,substandard,1
10511,substanti,17
10512,substitut,4
10513,subterranean,1
10514,subtext,2
10515,subtl,1
10516,subtocnga,4
10517,suburb,26
10518,suburban,11
10519,subvers,3
10520,subvert,3
10521,subwai,1
10522,succ,1
10523,succe,20
10524,succeed,12
10525,success,63
10526,successfulli,10
10527,successor,39
10528,succumb,2
10529,suchitepequez,5
10530,suck,1
10531,sudan,11
10532,sudanes,1
10533,sudden,20
10534,suddenli,17
10535,sue,7
10536,suez,18
10537,suffer,96
10538,suffici,16
10539,suffoc,4
10540,sugarcoat,1
10541,sugari,1
10542,suggest,94
10543,suharto,1
10544,suicid,129
10545,suit,36
10546,suitabl,5
10547,suitcas,5
10548,suitland,1
10549,sukiyaki,1
10550,sullivan,3
10551,sultan,6
10552,sultri,1
10553,sum,2
10554,summar,2
10555,summari,4
10556,summer,23
10557,summit,32
10558,summon,6
10559,sumner,1
10560,sun,24
10561,sunbak,1
10562,sunda,1
10563,sundai,201
10564,sunglass,2
10565,sunil,1
10566,sunk,7
10567,sunken,25
10568,sunni,4
10569,sunris,1
10570,sunset,4
10571,sunshin,1
10572,super,3
10573,superb,2
10574,superbl,2
10575,superfast,1
10576,superintend,1
10577,superior,4
10578,supermarket,6
10579,superpow,2
10580,superstructur,1
10581,supervis,12
10582,supervisor,6
10583,supplement,1
10584,suppli,55
10585,support,271
10586,suppos,19
10587,supposedli,4
10588,supposingli,1
10589,suppress,13
10590,suprem,47
10591,supremaci,2
10592,supremacist,1
10593,surat,3
10594,sure,105
10595,surf,2
10596,surfac,28
10597,surg,14
10598,surgeon,9
10599,surgeri,13
10600,surgic,3
10601,surnia,1
10602,surpass,5
10603,surplu,3
10604,surpris,52
10605,surprisingli,4
10606,surreal,4
10607,surrend,34
10608,surrog,5
10609,surround,61
10610,survei,26
10611,surveil,17
10612,surviv,101
10613,survivor,92
10614,susa,1
10615,susan,35
10616,susann,1
10617,suscept,2
10618,susi,3
10619,suspect,142
10620,suspend,25
10621,suspens,9
10622,suspici,13
10623,suspicion,36
10624,sustain,13
10625,susten,1
10626,sutyagin,1
10627,svilanov,3
10628,swab,1
10629,swagger,1
10630,swai,17
10631,swallow,4
10632,swami,3
10633,swamimarayan,1
10634,swamp,1
10635,swan,3
10636,swap,6
10637,swarm,16
10638,swat,2
10639,swear,11
10640,sweat,5
10641,sweater,3
10642,sweati,6
10643,swede,2
10644,sweden,5
10645,sweep,21
10646,sweet,3
10647,sweeten,1
10648,sweetheart,2
10649,swell,14
10650,swelter,1
10651,swenchoni,1
10652,swept,39
10653,swift,11
10654,swiftli,5
10655,swim,5
10656,swing,5
10657,swipe,1
10658,swirl,2
10659,swiss,17
10660,switch,20
10661,switzerland,25
10662,swivel,1
10663,swollen,2
10664,swoon,1
10665,swoop,1
10666,sword,1
10667,swore,3
10668,sworn,29
10669,swung,1
10670,sy,2
10671,sydnei,10
10672,sylvest,1
10673,sylvia,1
10674,symbiones,4
10675,symbol,31
10676,symington,2
10677,symmetri,1
10678,sympath,2
10679,sympathet,8
10680,sympathi,8
10681,symphoni,1
10682,symptom,2
10683,sync,1
10684,syndic,1
10685,synonym,1
10686,syria,2
10687,syrian,8
10688,syring,1
10689,system,13
10690,systemat,3
10691,t,445
10692,tabara,3
10693,tabl,18
10694,tableau,2
10695,tableaux,1
10696,tablecloth,2
10697,tabloid,2
10698,tabul,5
10699,tacitli,1
10700,tackl,4
10701,tacoma,1
10702,tactic,15
10703,tactician,2
10704,tadic,2
10705,taffeta,1
10706,tag,1
10707,taha,3
10708,taigon,1
10709,tail,1
10710,tailor,11
10711,tailspin,2
10712,taint,10
10713,taiwan,9
10714,taiwanes,2
10715,taiz,1
10716,take,144
10717,taken,128
10718,takeoff,1
10719,takeov,15
10720,taker,1
10721,takla,1
10722,talaja,2
10723,tale,5
10724,talent,8
10725,talib,1
10726,taliban,15
10727,talk,157
10728,talker,1
10729,talki,1
10730,tall,8
10731,tallahasse,1
10732,taller,4
10733,talli,15
10734,tamarin,4
10735,tame,7
10736,tamil,1
10737,tamme,1
10738,tampa,4
10739,tamper,3
10740,tan,2
10741,tanang,1
10742,tanasugarin,1
10743,tanasugarn,3
10744,tandem,1
10745,tangl,11
10746,tanja,1
10747,tanjug,13
10748,tank,26
10749,tanker,2
10750,tant,1
10751,tantal,1
10752,tantamount,1
10753,tantrum,1
10754,tanugu,1
10755,tanzania,37
10756,tap,9
10757,tape,20
10758,tar,2
10759,tarawa,2
10760,tardi,1
10761,target,67
10762,tariff,2
10763,tariq,2
10764,tarmac,12
10765,tarnish,2
10766,tarp,3
10767,tarpaulin,3
10768,task,43
10769,tass,5
10770,tast,5
10771,tatter,4
10772,taunt,1
10773,tawdri,1
10774,tawfiq,1
10775,tax,41
10776,taxi,6
10777,taxpay,2
10778,taylor,2
10779,tdcj,14
10780,tea,9
10781,teach,8
10782,teacher,16
10783,team,119
10784,teammat,2
10785,tear,72
10786,tearga,4
10787,tech,10
10788,technic,24
10789,technician,15
10790,techniqu,4
10791,technocrat,1
10792,technolog,43
10793,techsourc,2
10794,tecla,11
10795,ted,3
10796,teddi,1
10797,teem,3
10798,teen,16
10799,teenag,4
10800,teepl,1
10801,teeter,2
10802,teeth,2
10803,tefb,1
10804,tegla,1
10805,tekla,2
10806,tel,4
10807,telar,1
10808,telecommun,2
10809,teleconfer,2
10810,telegram,1
10811,telephon,72
10812,televis,170
10813,televisa,1
10814,televison,1
10815,tell,108
10816,teller,7
10817,tello,2
10818,tem,1
10819,temblor,13
10820,tempel,1
10821,temper,4
10822,temperatur,10
10823,tempestu,1
10824,templ,8
10825,templat,1
10826,tempo,1
10827,temporari,13
10828,temporarili,10
10829,ten,38
10830,tenabl,1
10831,tenac,1
10832,tenaci,1
10833,tenant,3
10834,tend,11
10835,tendenc,4
10836,tender,4
10837,tenet,2
10838,tenn,8
10839,tennesse,11
10840,tenni,39
10841,tens,18
10842,tension,25
10843,tent,39
10844,tentacl,1
10845,tenth,4
10846,tenur,9
10847,ter,1
10848,term,126
10849,termer,2
10850,termin,15
10851,tern,1
10852,terr,1
10853,terrain,2
10854,terrel,1
10855,terrenc,12
10856,terri,6
10857,terribl,28
10858,terribly,1
10859,terrif,2
10860,terrifi,9
10861,terrifng,1
10862,terrifyingli,1
10863,territori,22
10864,terror,104
10865,terrorist,206
10866,test,42
10867,testament,2
10868,testifi,25
10869,testili,1
10870,testimoni,19
10871,testu,1
10872,testud,9
10873,tethani,1
10874,tether,2
10875,tex,1
10876,texa,98
10877,text,6
10878,textbook,1
10879,textil,4
10880,tfor,1
10881,th,111
10882,thaan,1
10883,thabo,3
10884,thaci,1
10885,thadani,1
10886,thaerz,1
10887,thahn,1
10888,thailand,2
10889,thakkar,4
10890,thakur,1
10891,thanh,2
10892,thank,117
10893,thanksgiv,2
10894,thankyou,1
10895,thatcher,1
10896,thaul,1
10897,theater,7
10898,thee,1
10899,theft,2
10900,their,2
10901,theme,7
10902,theodor,2
10903,theolog,2
10904,theoret,3
10905,theori,29
10906,theoriz,4
10907,thepaid,1
10908,therapi,1
10909,theresa,1
10910,thermomet,2
10911,thescap,1
10912,thesi,1
10913,thevenot,2
10914,thi,5
10915,thick,1
10916,thicker,3
10917,thief,1
10918,thiessen,1
10919,thiev,6
10920,thigh,2
10921,thin,4
10922,thing,167
10923,think,227
10924,thinker,1
10925,thinner,1
10926,third,7
10927,thirdli,1
10928,thirteen,3
10929,thirti,11
10930,thirtysometh,1
10931,thoma,18
10932,thompson,4
10933,thorbjoern,2
10934,thorbjorn,1
10935,thorn,1
10936,thornburgh,1
10937,thornel,1
10938,thorni,1
10939,thorough,3
10940,thoroughfar,3
10941,thoroughli,1
10942,thought,106
10943,thousand,156
10944,thrash,1
10945,thread,4
10946,threadbar,1
10947,threat,105
10948,threatcon,1
10949,threaten,46
10950,threshold,2
10951,threw,16
10952,thrill,5
10953,thriller,1
10954,thrive,6
10955,throat,5
10956,throne,2
10957,throng,6
10958,throw,17
10959,throwback,2
10960,thrower,1
10961,thrown,24
10962,thrust,3
10963,thu,1
10964,thug,5
10965,thuggish,2
10966,thugocraci,2
10967,thumb,6
10968,thunder,3
10969,thunderbird,1
10970,thurmond,1
10971,thursdai,219
10972,thuzz,1
10973,thwart,5
10974,ti,78
10975,tia,2
10976,tiananmen,1
10977,tibet,2
10978,tick,3
10979,ticket,11
10980,tidal,2
10981,tide,7
10982,tie,27
10983,tiebreak,10
10984,tien,1
10985,tiffani,2
10986,tight,22
10987,tighten,11
10988,tighter,3
10989,tightest,2
10990,tightli,4
10991,tijan,3
10992,tilak,1
10993,tile,2
10994,till,5
10995,tilt,6
10996,tim,15
10997,time,493
10998,timelin,4
10999,timet,4
11000,timid,2
11001,timism,1
11002,timo,1
11003,timocka,1
11004,timothi,4
11005,tin,1
11006,tini,23
11007,tinker,1
11008,tinkl,1
11009,tiot,1
11010,tip,59
11011,tipper,2
11012,tipster,1
11013,tire,29
11014,tireless,1
11015,tirelessli,2
11016,tirm,2
11017,titl,50
11018,titleist,1
11019,titlist,2
11020,tito,6
11021,tl,1
11022,tnt,7
11023,toadi,1
11024,toast,3
11025,toastst,1
11026,tobacco,3
11027,tod,2
11028,todai,316
11029,todd,21
11030,toddler,3
11031,toe,5
11032,togo,1
11033,tohouri,1
11034,toi,4
11035,toietnam,1
11036,toilet,3
11037,token,2
11038,tokov,1
11039,tokyo,25
11040,told,277
11041,toledo,15
11042,toler,12
11043,tolkach,1
11044,toll,80
11045,tolli,1
11046,tolstoi,1
11047,tom,42
11048,tomahawk,6
11049,tomato,2
11050,tomb,1
11051,tomic,2
11052,tomislav,1
11053,tommi,9
11054,tomorrow,41
11055,ton,47
11056,tone,16
11057,tong,1
11058,tongu,9
11059,toni,34
11060,tonig,2
11061,tonight,104
11062,tonugu,1
11063,took,216
11064,tool,21
11065,toothless,1
11066,top,14
11067,topic,1
11068,topmost,1
11069,topolev,2
